subject_id,error,pre_x,pre_y,gt_x,gt_y
110,0.44005972146987915,-0.8608545660972595,-4.069493770599365,-0.9693750143051147,-3.6430246829986572
110,0.6589946746826172,-0.3107806444168091,-3.6659913063049316,-0.9693750143051147,-3.6430246829986572
110,1.8119765520095825,0.39026734232902527,-3.681042432785034,-1.3760241270065308,-3.276723861694336
110,0.9966342449188232,-1.497527003288269,-4.265923976898193,-1.3760241270065308,-3.276723861694336
110,3.7578916549682617,-0.7792035937309265,-4.199682712554932,0.9693750143051147,-7.525975227355957
110,1.1111207008361816,1.547361969947815,-8.474932670593262,0.9693750143051147,-7.525975227355957
110,0.799538791179657,-0.6121608018875122,-8.241279602050781,-0.9693750143051147,-7.525975227355957
110,1.2921009063720703,0.12681065499782562,-8.21000862121582,-0.9693750143051147,-7.525975227355957
110,5.247087001800537,-1.6395162343978882,-6.685915470123291,0.0,-1.7015492916107178
110,4.514547824859619,-0.8054181337356567,-6.143670558929443,0.0,-1.7015492916107178
110,1.821333646774292,-1.163177251815796,-7.433789253234863,-1.7781641483306885,-9.148154258728027
110,1.1461824178695679,-1.3779321908950806,-8.07412052154541,-1.7781641483306885,-9.148154258728027
110,0.6222336292266846,1.3674930334091187,-1.9482072591781616,1.9387500286102295,-1.7015492916107178
110,1.1981403827667236,0.8632599115371704,-1.1734760999679565,1.9387500286102295,-1.7015492916107178
110,0.6437086462974548,2.0771090984344482,-8.459059715270996,1.8214006423950195,-9.049799919128418
110,0.7003620862960815,2.2078864574432373,-8.071558952331543,1.8316162824630737,-8.662260055541992
110,0.5843052864074707,1.4270192384719849,-8.24069881439209,1.8316162824630737,-8.662260055541992
110,0.32624122500419617,-1.3123353719711304,-3.7456233501434326,-1.057637095451355,-3.949491262435913
110,0.3775869905948639,-1.3213046789169312,-3.679211139678955,-1.057637095451355,-3.949491262435913
110,1.239240288734436,1.3612829446792603,-8.370980262756348,1.9387500286102295,-9.467451095581055
110,0.5210739374160767,1.9082361459732056,-8.947271347045898,1.9387500286102295,-9.467451095581055
110,1.4262601137161255,0.902531623840332,-5.642171382904053,1.170410394668579,-7.043049335479736
110,0.22881464660167694,1.1055244207382202,-6.823627471923828,1.170410394668579,-7.043049335479736
110,0.7241581082344055,-0.9922031760215759,-4.385997295379639,-0.7100251913070679,-5.052916049957275
110,0.699296236038208,-1.404622197151184,-5.133849620819092,-0.7100251913070679,-5.052916049957275
110,0.9741578102111816,0.06841924041509628,-10.439203262329102,0.0,-9.467451095581055
110,0.6883913278579712,0.1449337601661682,-8.794489860534668,0.0,-9.467451095581055
110,0.5496230721473694,1.6496151685714722,-6.150137901306152,1.1004118919372559,-6.128660678863525
110,0.5653372406959534,1.661760926246643,-6.061627388000488,1.1004118919372559,-6.128660678863525
110,3.0214574337005615,0.009703569114208221,-6.605932712554932,0.021198615431785583,-3.5844972133636475
110,0.548624575138092,-0.3784143924713135,-3.9603939056396484,0.021198615431785583,-3.5844972133636475
110,0.279522567987442,-1.7373484373092651,-5.390669345855713,-1.9387500286102295,-5.584499835968018
110,0.15030913054943085,1.793703317642212,-5.545075416564941,1.9387500286102295,-5.584499835968018
110,0.3983380198478699,2.260842800140381,-5.3501296043396,1.9387500286102295,-5.584499835968018
110,0.5591521859169006,-0.5514333844184875,-7.248569011688232,-0.8043906092643738,-6.74990701675415
110,0.6158850193023682,-0.41811004281044006,-7.229596138000488,-0.8043906092643738,-6.74990701675415
110,0.5224967002868652,0.37872156500816345,-4.324814319610596,0.5226982831954956,-4.827082633972168
110,0.41484373807907104,0.8422207832336426,-4.562506198883057,0.5226982831954956,-4.827082633972168
110,1.3365576267242432,-0.6277264952659607,-9.727458000183105,-1.9387500286102295,-9.467451095581055
110,0.4590821862220764,-1.785504698753357,-9.034701347351074,-1.9387500286102295,-9.467451095581055
110,0.43994414806365967,0.532200813293457,-3.5937340259552,0.9693750143051147,-3.6430246829986572
110,0.5743343830108643,1.4486879110336304,-3.326608657836914,0.9693750143051147,-3.6430246829986572
110,1.752697467803955,-0.6855581402778625,-7.231390476226807,-0.8147435188293457,-8.979320526123047
110,0.8944323062896729,-1.0239475965499878,-8.109698295593262,-0.8147435188293457,-8.979320526123047
110,0.6364246010780334,-0.27286916971206665,-2.7706453800201416,-0.7528538107872009,-2.3527326583862305
110,0.6257357001304626,-0.12762336432933807,-2.327592372894287,-0.7528538107872009,-2.3527326583862305
110,1.3981126546859741,-0.8009670376777649,-4.339359283447266,-0.9854228496551514,-5.725250720977783
110,0.6965864896774292,-0.9396315813064575,-5.030170917510986,-0.9854228496551514,-5.725250720977783
110,0.291949063539505,-0.14669185876846313,-4.974095344543457,-0.421978622674942,-5.071313858032227
110,0.9987084269523621,-0.6790568232536316,-4.106259822845459,-0.421978622674942,-5.071313858032227
110,1.4138206243515015,-0.17924702167510986,-4.1820878982543945,0.0,-5.584499835968018
110,0.31149229407310486,0.010131734423339367,-5.273172378540039,0.0,-5.584499835968018
110,0.7293650507926941,-1.0154132843017578,-3.7969295978546143,-1.3386945724487305,-3.1431233882904053
110,0.5785245895385742,-1.1584703922271729,-3.692859649658203,-1.3386945724487305,-3.1431233882904053
110,3.3075449466705322,-0.7972037196159363,-4.146537780761719,-1.0487728118896484,-7.444501876831055
110,0.8293594717979431,-1.182149887084961,-8.263066291809082,-1.0487728118896484,-7.444501876831055
110,1.1251531839370728,-1.3566275835037231,-2.6644113063812256,-1.9387500286102295,-1.7015492916107178
110,0.7138576507568359,0.6223919987678528,-5.533944606781006,0.5226982831954956,-4.827082633972168
110,0.4863313138484955,0.41404077410697937,-5.301120281219482,0.5226982831954956,-4.827082633972168
110,1.559728741645813,-0.8858766555786133,-8.1837158203125,0.0,-9.467451095581055
110,1.4696177244186401,-0.08435841649770737,-8.000256538391113,0.0,-9.467451095581055
110,0.7724789381027222,-0.5251770615577698,-8.157965660095215,-0.9693750143051147,-7.525975227355957
110,0.3640233874320984,-0.6435048580169678,-7.6882147789001465,-0.9693750143051147,-7.525975227355957
110,1.4348315000534058,-0.8812163472175598,-2.6712729930877686,-1.9387500286102295,-1.7015492916107178
110,0.7815525531768799,-1.1932262182235718,-1.9361099004745483,-1.9387500286102295,-1.7015492916107178
110,1.2554072141647339,-1.470841646194458,-4.054314136505127,-0.7100251913070679,-5.052916049957275
110,0.9701035618782043,0.4426829516887665,-6.4477105140686035,0.0,-5.584499835968018
110,0.8066855072975159,-1.4556187391281128,-4.07947301864624,-1.3760241270065308,-3.276723861694336
110,0.21518589556217194,-1.1612836122512817,-3.2905616760253906,-1.3760241270065308,-3.276723861694336
